"numgainrex","codesolution","coderex","gainfinanciergainrex","codemonnaiegainrex","codeperiodeeconomie","energiegainrex","uniteenergiegainrex","codeperiodeenergie","gesgainrex","minigainrex","maxigainrex","moyengainrex","reelgainrex","trireelgainrex","trimingainrex","trimaxgainrex","codelicense"
"1456","850","232","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1464","850","250","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1470","850","284","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2243","850","1239","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"225","851","263","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"253","851","276","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.38","2.5","NULL","NULL","3"
"264","851","282","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"278","851","293","NULL","1","1","392.0","12","3","NULL","NULL","NULL","NULL","0.83","1.0","NULL","NULL","3"
"1143","851","1565","29790.0","3","3","1913.0","11","3","NULL","NULL","NULL","NULL","NULL","2.5","NULL","NULL","3"
"1450","851","216","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"160","853","220","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"173","855","229","NULL","1","1","361.0","12","3","NULL","NULL","NULL","NULL","0.7","NULL","NULL","NULL","3"
"182","855","236","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","4.2","NULL","NULL","3"
"201","855","249","155.0","2","3","1.2","12","3","NULL","NULL","NULL","NULL","0.35","3.9","NULL","NULL","3"
"223","855","262","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"233","855","265","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.23","NULL","NULL","NULL","3"
"234","855","265","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.55","NULL","NULL","NULL","3"
"251","855","275","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"336","855","330","NULL","1","1","358655.0","5","3","179.33","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"352","855","111","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.2","NULL","NULL","NULL","3"
"575","855","369","NULL","1","1","15.8","12","3","NULL","NULL","NULL","NULL","NULL","1.2","NULL","NULL","3"
"681","855","425","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"687","855","424","81.0","2","1","47740.0","6","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1149","855","695","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1457","855","237","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1466","855","258","102998.0","2","3","383688.0","5","3","NULL","NULL","NULL","NULL","0.43","1.8","NULL","NULL","3"
"1471","855","289","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1479","855","309","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1480","855","314","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"33","857","39","23800.0","2","3","90.0","12","3","2.0","NULL","NULL","NULL","NULL","11.3","NULL","NULL","3"
"72","857","66","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.3","NULL","NULL","NULL","3"
"254","857","194","22000.0","2","3","400.0","12","3","25.6","NULL","NULL","NULL","0.15","8.0","NULL","NULL","3"
"464","857","189","5929.0","4","3","75600.0","5","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"473","857","187","22500.0","4","3","225000.0","5","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"562","857","366","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"567","857","367","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"603","857","384","100000.0","2","3","1500.0","5","3","450.0","NULL","NULL","NULL","0.2","3.0","NULL","NULL","3"
"2451","857","722","156863.0","3","3","NULL","1","1","549.0","NULL","NULL","NULL","0.21","1.0","NULL","NULL","3"
"2584","857","496","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2926","857","1989","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"296","859","306","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.68","NULL","NULL","NULL","3"
"298","859","308","NULL","1","1","42300.0","5","3","700.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"300","859","310","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"301","859","311","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"305","859","313","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","2.0","NULL","NULL","3"
"307","859","315","NULL","1","1","650.6","16","2","NULL","NULL","NULL","NULL","0.49","NULL","NULL","NULL","3"
"319","859","321","3996.0","2","3","26640.0","5","3","NULL","NULL","NULL","NULL","0.32","2.6","NULL","NULL","3"
"321","859","323","36000.0","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"330","859","328","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"334","859","329","NULL","1","1","100.0","12","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"338","859","332","NULL","1","1","650.0","15","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"435","859","172","27000.0","2","1","NULL","1","1","NULL","NULL","NULL","NULL","0.6","3.5","NULL","NULL","3"
"1797","859","1960","NULL","1","3","5000.0","5","1","NULL","NULL","NULL","NULL","0.25","NULL","NULL","NULL","3"
"1802","859","1961","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","3.0","4.0","3"
"329","861","328","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"343","864","111","NULL","1","1","1.0","12","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"891","864","111","NULL","1","1","20000.0","7","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3912","864","161","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"358","866","109","300000.0","4","3","NULL","1","1","NULL","NULL","NULL","NULL","0.08","NULL","NULL","NULL","3"
"2136","866","2065","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"369","870","113","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3277","870","1731","NULL","1","1","NULL","1","1","23.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3944","870","737","27100000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","1.5","NULL","NULL","3"
"3069","874","1681","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3947","874","1209","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3961","874","1981","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"395","875","121","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"526","875","356","NULL","1","1","118.0","15","3","NULL","NULL","NULL","NULL","0.86","NULL","NULL","NULL","3"
"1353","875","1882","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1846","875","628","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"399","877","123","64200.0","3","3","150000.0","7","3","416.0","NULL","NULL","NULL","NULL","0.9","NULL","NULL","3"
"1867","879","589","100000.0","7","3","25000.0","5","1","NULL","NULL","NULL","NULL","NULL","4.0","NULL","NULL","3"
"3387","879","1755","74960.0","3","3","23455.0","11","1","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"406","881","125","3839168.0","3","3","69.5","12","3","42943.0","NULL","NULL","NULL","NULL","0.01","NULL","NULL","3"
"1975","881","841","375000.0","3","3","170000.0","11","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1709","882","662","770000.0","3","3","128000.0","11","1","NULL","NULL","NULL","NULL","NULL","0.6","NULL","NULL","3"
"2820","882","767","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"408","883","126","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"410","885","127","150000.0","3","3","150.0","12","3","115.0","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"411","886","127","35000.0","3","3","600.0","12","3","470.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"419","888","129","759302.0","3","3","19552.0","12","3","17460.0","NULL","NULL","NULL","NULL","0.08","NULL","NULL","3"
"1893","888","1879","99000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2620","888","759","NULL","1","1","NULL","1","1","1300.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3410","888","147","2819.0","3","3","990.0","5","1","0.53","NULL","NULL","NULL","NULL","0.58","NULL","NULL","3"
"3650","888","545","28000000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"420","889","129","33480.0","3","3","720.0","12","3","640.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1134","889","1752","126000.0","3","3","2160.0","11","3","NULL","NULL","NULL","NULL","NULL","0.2","NULL","NULL","3"
"1193","889","675","761216.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1232","889","1575","9714.0","3","3","272.0","11","3","NULL","NULL","NULL","NULL","NULL","0.1","NULL","NULL","3"
"1244","889","1578","537467.0","3","3","92608.0","11","3","NULL","NULL","NULL","NULL","NULL","0.2","NULL","NULL","3"
"1424","889","515","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1853","889","649","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1952","889","839","101099.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.8","NULL","NULL","3"
"3180","889","137","2271.0","3","3","39.912","5","1","29.0","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"3577","889","132","1726.0","3","3","20003.0","5","1","17.8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"423","890","129","78209.0","3","3","1825.0","12","3","1624.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"591","890","380","6300.0","2","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"832","890","477","3800.0","6","1","66.0","12","1","36.0","NULL","NULL","NULL","NULL","1.6","NULL","NULL","3"
"961","890","180","150000.0","3","3","1273300.0","5","3","NULL","NULL","NULL","NULL","NULL","1.0","NULL","NULL","3"
"2323","890","1246","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3433","890","616","18000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"424","891","129","4923.0","3","3","105.84","12","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1096","891","854","333760.0","3","3","8344000.0","5","3","NULL","NULL","NULL","NULL","0.14","2.1","NULL","NULL","3"
"3590","891","132","5914.0","1","1","74400.0","1","1","66.0","NULL","NULL","NULL","NULL","0.17","NULL","NULL","3"
"425","892","129","37023.0","3","3","796.0","12","3","710.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1490","892","98","6336.0","3","2","2112.0","30","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1491","892","98","7920.0","3","2","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2165","892","2071","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3801","892","1750","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3866","892","592","495000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"426","893","177","60000.0","2","3","900.0","12","3","1000.0","NULL","NULL","NULL","0.16","NULL","NULL","NULL","3"
"427","893","177","NULL","1","1","48000.0","9","3","NULL","NULL","NULL","NULL","0.17","NULL","NULL","NULL","3"
"429","894","177","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.38","NULL","NULL","NULL","3"
"434","897","173","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"651","897","411","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1054","897","497","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"439","899","176","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"445","899","174","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"448","901","193","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"568","901","367","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.65","NULL","NULL","NULL","3"
"1951","901","1973","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2073","901","2053","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"455","902","191","10950.0","4","3","109500.0","5","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"460","906","190","5184.0","4","3","57600.0","5","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2571","906","700","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2769","906","1262","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"483","916","192","NULL","1","3","7500.0","12","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1866","917","1879","79000.0","3","3","2678000.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1097","918","854","59520.0","3","3","1488000.0","5","3","NULL","NULL","NULL","NULL","NULL","0.1","NULL","NULL","3"
"1128","918","516","356250.0","9","3","850.0","12","3","NULL","NULL","NULL","NULL","0.15","2.4","NULL","NULL","3"
"1869","918","1879","6598000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3856","918","1825","NULL","1","5","1.5","11","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"548","920","339","57500.0","2","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","5.3","NULL","NULL","3"
"1730","920","670","386850.0","2","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"485","921","340","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2887","921","183","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"486","922","340","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"489","922","340","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2278","922","1278","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"494","925","343","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"496","925","343","NULL","1","1","240.0","9","1","NULL","NULL","NULL","NULL","0.33","NULL","NULL","NULL","3"
"535","926","359","NULL","1","1","NULL","1","1","NULL","0.1","0.15","NULL","NULL","NULL","NULL","NULL","3"
"3389","926","1755","6150.0","3","3","168200.0","5","1","NULL","NULL","NULL","NULL","NULL","0.1","NULL","NULL","3"
"543","928","362","945.0","2","3","NULL","1","1","NULL","NULL","NULL","0.64","NULL","NULL","NULL","NULL","3"
"2504","928","633","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3091","928","694","5000.0","5","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","5.0","NULL","NULL","3"
"551","929","62","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"555","929","54","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"725","929","154","NULL","2","3","NULL","1","1","NULL","NULL","NULL","NULL","0.33","6.0","NULL","NULL","3"
"884","929","509","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"945","929","170","10800.0","3","2","180000.0","5","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1016","929","52","13.0","14","3","151.0","5","1","NULL","NULL","NULL","NULL","NULL","0.25","NULL","NULL","3"
"1376","929","1932","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1409","929","156","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2675","929","1766","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3471","929","616","20000.0","3","3","250000.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"581","930","371","145200.0","2","3","11500.0","12","3","NULL","NULL","NULL","NULL","0.4","5.5","NULL","NULL","3"
"583","931","372","152918.0","2","3","6600.0","12","3","1165.0","NULL","NULL","NULL","0.6","4.9","NULL","NULL","3"
"606","932","386","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"782","932","484","8000.0","6","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"819","932","474","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"825","932","477","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"893","932","385","NULL","1","1","0.194","5","1","NULL","NULL","NULL","NULL","0.19","NULL","NULL","NULL","3"
"1003","932","394","3000.0","2","3","35000.0","5","3","3.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1715","932","664","NULL","1","3","11.4","34","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1849","932","648","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2057","932","2051","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2071","932","2053","5820.0","2","3","84.0","12","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2077","932","2054","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2111","932","2056","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2171","932","2072","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2177","932","2073","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2178","932","2075","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2188","932","689","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3392","932","1755","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3656","932","546","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"617","935","368","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.25","NULL","NULL","NULL","3"
"3736","935","1576","920000.0","3","3","17800000.0","5","1","22498.0","NULL","NULL","NULL","NULL","1.4","NULL","NULL","3"
"3737","935","1576","612000.0","3","3","20400000.0","5","1","23179.0","NULL","NULL","NULL","NULL","1.6","NULL","NULL","3"
"622","936","392","16800.0","2","3","420.0","12","3","102.0","NULL","NULL","NULL","NULL","13.0","NULL","NULL","3"
"1116","936","662","918000.0","1","1","153000.0","10","3","NULL","NULL","NULL","NULL","NULL","5.4","NULL","NULL","3"
"1969","936","839","9465659.0","3","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","2.58","NULL","NULL","3"
"2301","936","1242","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3100","936","654","168744.0","2","3","37385.0","2","1","2916.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3161","936","135","52421.0","3","3","253830.0","7","1","680.0","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"3417","936","148","610000.0","3","3","3.535","7","1","9.699","NULL","NULL","NULL","NULL","4.7","NULL","NULL","3"
"3704","936","1366","NULL","1","1","NULL","1","1","5000.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3718","936","657","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","4.0","NULL","NULL","3"
"3739","936","1576","208000.0","3","3","9100000.0","5","1","8936.0","NULL","NULL","NULL","NULL","1.2","NULL","NULL","3"
"56","937","53","84000.0","5","3","200000.0","9","3","300.0","0.8","0.9","NULL","NULL","NULL","NULL","NULL","3"
"602","937","383","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"620","937","155","33000.0","2","3","1100.0","12","3","70.0","NULL","NULL","NULL","0.036","NULL","NULL","NULL","3"
"709","937","433","16320.0","2","2","NULL","1","1","NULL","NULL","NULL","NULL","NULL","7.0","NULL","NULL","3"
"710","937","433","25000.0","2","2","9765000.0","6","2","NULL","NULL","NULL","NULL","NULL","5.3","NULL","NULL","3"
"985","937","56","4630.0","5","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.3","NULL","NULL","3"
"1088","937","1806","208000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.3","NULL","NULL","3"
"1185","937","675","85000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1223","937","1574","6998.0","3","3","505.0","11","3","NULL","NULL","NULL","NULL","NULL","0.6","NULL","NULL","3"
"1690","937","1668","NULL","1","1","1241.0","1","1","75.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3076","937","1693","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4000","937","1988","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1035","941","380","22000.0","2","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"1710","943","662","130000.0","3","3","22000.0","11","1","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"2056","943","2051","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4082","943","2096","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"901","944","355","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.8","NULL","NULL","NULL","3"
"830","954","477","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"741","966","445","NULL","1","1","8475.0","5","3","2.54","NULL","NULL","NULL","NULL","2.0","NULL","NULL","3"
"781","974","484","1500000.0","6","3","NULL","1","1","7800.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"822","974","477","30000.0","6","1","500.0","12","3","282.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1121","974","1906","2200000.0","3","3","687500.0","11","3","NULL","NULL","NULL","NULL","NULL","0.1","NULL","NULL","3"
"1717","974","666","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1921","974","1966","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2018","974","661","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2934","974","606","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3997","974","1988","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2072","981","2053","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2084","981","2054","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2115","981","2057","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2352","986","1266","17300.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","17.9","NULL","NULL","3"
"2550","986","1199","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2775","986","1309","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2955","986","1308","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3363","986","1185","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4050","986","1453","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4071","991","447","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"829","1001","477","NULL","1","1","1000.0","12","3","550.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1875","1001","716","NULL","1","1","1652432.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2260","1001","1255","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3734","1001","1576","7000.0","3","3","1700000.0","5","1","1778.0","NULL","NULL","NULL","NULL","0.1","NULL","NULL","3"
"3735","1001","1576","84000.0","3","3","2000000.0","5","1","2127.0","NULL","NULL","NULL","NULL","0.1","NULL","NULL","3"
"3948","1001","1806","82000.0","2","3","444000.0","5","1","NULL","NULL","NULL","NULL","NULL","2.95","NULL","NULL","3"
