"numgainrex","codesolution","coderex","gainfinanciergainrex","codemonnaiegainrex","codeperiodeeconomie","energiegainrex","uniteenergiegainrex","codeperiodeenergie","gesgainrex","minigainrex","maxigainrex","moyengainrex","reelgainrex","trireelgainrex","trimingainrex","trimaxgainrex","codelicense"
"2736","332","1984","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3726","332","1576","11000.0","3","3","500000.0","5","1","553.0","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"3753","332","1819","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3776","332","763","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1173","333","143","385000.0","3","3","23000.0","11","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1684","333","1663","NULL","1","3","2989.0","2","1","180.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1754","333","674","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1958","333","839","54417.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.17","NULL","NULL","3"
"1587","335","1950","3400.0","2","3","NULL","1","1","0.835","NULL","NULL","NULL","NULL","5.0","NULL","NULL","3"
"1987","335","843","296212.0","3","3","2316600.0","5","1","NULL","NULL","NULL","NULL","NULL","5.2","NULL","NULL","3"
"2023","335","813","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2040","335","827","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2042","335","2050","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2161","335","2071","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2212","335","1225","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2287","335","1275","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2306","335","1243","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2339","335","1251","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","3.0","NULL","NULL","3"
"2346","335","1264","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2350","335","1265","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2362","335","1268","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","1.5","2.0","3"
"2370","335","1269","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2379","335","1270","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2380","335","1271","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2543","335","849","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2568","335","700","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2651","335","1450","5995.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2945","335","613","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3434","335","1421","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3544","335","1791","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4095","335","2097","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"58","336","55","218000.0","3","3","18000.0","11","3","NULL","NULL","NULL","NULL","0.16","NULL","NULL","NULL","3"
"347","336","111","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.02","NULL","NULL","NULL","3"
"400","336","123","984.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","1.0","NULL","NULL","3"
"442","336","169","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.036","NULL","NULL","NULL","3"
"935","336","141","84000.0","3","3","9400.0","11","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1140","336","1565","15020.0","3","3","1487.0","1","1","NULL","NULL","NULL","NULL","NULL","0.2","NULL","NULL","3"
"1178","336","159","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1180","336","167","118000.0","3","3","15500.0","11","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1198","336","1566","63000.0","3","3","7506.0","11","3","NULL","NULL","NULL","NULL","NULL","0.1","NULL","NULL","3"
"1492","336","162","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1504","336","1752","106200.0","3","3","15170.0","11","3","NULL","NULL","NULL","NULL","NULL","1.4","NULL","NULL","3"
"1779","336","820","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1934","336","838","279000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","2.0","NULL","NULL","3"
"1944","336","839","361000.0","3","3","64000.0","11","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3815","336","1835","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3830","336","1991","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3867","336","539","3024000.0","7","3","1400.0","15","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3903","336","163","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4060","336","551","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4066","336","540","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3657","337","546","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3821","337","1835","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3898","337","164","224137.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.17","NULL","NULL","3"
"733","339","99","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"754","339","101","4180.0","3","3","190.0","15","3","NULL","NULL","NULL","NULL","NULL","0.5","NULL","NULL","3"
"755","339","103","3189.0","3","3","6515.0","7","3","18.0","NULL","NULL","NULL","NULL","0.1","NULL","NULL","3"
"764","339","104","85165.0","3","3","2333307.0","9","3","5.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1778","339","820","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3959","340","1884","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1705","342","662","500000.0","3","3","83000.0","11","1","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"1887","342","1879","720000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1894","342","1879","1800000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1895","342","1879","180000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2173","342","2072","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3424","342","149","40202.0","3","3","130200.0","5","1","468.0","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"3149","346","134","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3793","346","591","8440.0","7","3","1920.0","5","1","NULL","NULL","NULL","NULL","NULL","3.0","NULL","NULL","3"
"3005","351","789","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"735","352","99","101032.0","3","3","42000.0","5","3","3710.0","NULL","NULL","NULL","NULL","0.6","NULL","NULL","3"
"736","352","99","NULL","1","1","2240.0","15","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"752","352","101","8694.0","3","3","414.0","15","3","1039.0","NULL","NULL","NULL","NULL","0.4","NULL","NULL","3"
"1221","352","1574","1720.0","3","3","124.0","11","3","NULL","NULL","NULL","NULL","NULL","1.3","NULL","NULL","3"
"1729","361","670","386850.0","2","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1872","361","714","7196.0","3","3","608.0","11","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2822","361","767","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3388","361","1755","1260.0","3","3","394.0","11","1","NULL","NULL","NULL","NULL","NULL","0.4","NULL","NULL","3"
"3574","361","132","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1296","365","1807","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"75","367","14","8000.0","2","3","273.0","12","3","17.0","NULL","NULL","NULL","NULL","3.0","NULL","NULL","3"
"838","367","480","3450.0","6","3","345000.0","5","3","34.0","NULL","NULL","NULL","NULL","0.7","NULL","NULL","3"
"3896","367","164","5172.0","3","3","37500.0","7","1","100.0","NULL","NULL","NULL","NULL","0.67","NULL","NULL","3"
"3933","367","583","2840000.0","7","3","113000.0","15","1","NULL","NULL","NULL","NULL","NULL","0.5","NULL","NULL","3"
"18","373","13","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2041","373","827","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2070","373","2053","5610.0","2","3","115.0","12","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2640","373","1449","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2908","373","1424","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2997","373","1481","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3079","373","1976","81350.0","5","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","3.87","NULL","NULL","3"
"2448","379","629","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"706","381","431","NULL","1","1","3984000.0","6","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1768","381","1954","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1828","381","1964","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"563","382","366","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"675","382","425","NULL","1","1","640000.0","6","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"707","382","431","NULL","1","1","3984000.0","6","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1031","382","397","4000.0","2","3","77350.0","5","3","NULL","NULL","NULL","NULL","0.19","9.0","NULL","NULL","3"
"1785","382","1958","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1368","385","1897","18000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","2.5","NULL","NULL","3"
"1388","385","1937","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2297","388","1274","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2332","388","1251","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2345","388","1264","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2659","388","1450","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2670","388","1762","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4107","388","2102","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1970","400","839","11508.0","3","1","282000.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"63","403","58","76000.0","2","3","1050.0","12","3","105.0","NULL","NULL","NULL","0.6","2.0","NULL","NULL","3"
"1151","419","275","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1288","419","1587","16630.0","3","3","135800.0","5","3","NULL","NULL","NULL","NULL","NULL","1.4","NULL","NULL","3"
"2698","425","1488","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2750","425","692","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"607","427","386","550000.0","2","3","15.0","3","3","NULL","NULL","NULL","NULL","0.02","NULL","NULL","NULL","3"
"621","427","391","280000.0","2","3","6000.0","12","3","2300.0","NULL","NULL","NULL","NULL","3.0","NULL","NULL","3"
"743","427","115","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"814","427","472","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"823","427","477","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"866","427","453","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"867","427","519","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"992","427","59","100000.0","2","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2059","427","2051","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2113","427","2057","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2116","427","2059","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2117","427","2058","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2126","427","2060","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2129","427","2061","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2132","427","2062","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2133","427","2063","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2134","427","2064","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2135","427","2065","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2139","427","2066","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2140","427","2068","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3133","427","659","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3516","427","620","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3991","427","1664","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"605","429","385","NULL","1","1","597000.0","9","3","NULL","NULL","NULL","NULL","0.23","NULL","NULL","NULL","3"
"2058","429","2051","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1126","430","1906","200000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1719","430","668","NULL","1","3","2.55","3","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1850","430","648","NULL","1","1","8.0","34","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1907","430","1749","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2085","430","2055","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2181","430","2076","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2187","430","689","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"5","437","11","15600.0","2","3","NULL","1","1","NULL","NULL","NULL","0.13","NULL","0.5","NULL","NULL","3"
"2060","444","2051","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4100","444","2098","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"604","445","385","NULL","1","1","0.773","5","1","NULL","NULL","NULL","NULL","0.31","NULL","NULL","NULL","3"
"4080","445","2096","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1978","446","842","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"826","447","477","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2988","447","1979","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3489","447","1244","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3805","447","756","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3975","447","762","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3993","447","1987","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"366","450","110","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"36","464","41","60000.0","2","3","637.0","12","3","52.3","NULL","NULL","NULL","0.07","5.0","NULL","NULL","3"
"105","464","93","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.27","NULL","NULL","NULL","3"
"106","464","93","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.29","NULL","NULL","NULL","3"
"107","464","93","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.41","NULL","NULL","NULL","3"
"1039","464","494","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3707","464","1369","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.1","NULL","NULL","NULL","3"
"4038","464","646","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.14","NULL","NULL","NULL","3"
"1706","482","662","273000.0","3","3","46000.0","11","1","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"1803","482","825","300000.0","3","3","18500.0","11","1","NULL","NULL","NULL","NULL","NULL","4.0","NULL","NULL","3"
"1855","482","534","16628.0","3","3","2.88","5","1","NULL","NULL","NULL","NULL","NULL","0.16","NULL","NULL","3"
"2048","482","2050","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2054","482","850","1050000.0","3","3","254000.0","11","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2798","482","1659","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3823","482","1835","4270000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1527","483","778","NULL","1","3","2499.0","2","1","154.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1536","483","779","NULL","1","3","4315.0","2","1","304.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1575","483","1649","NULL","1","3","537.0","2","1","37.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
